ITRFS: ITRF96	ITRF97	ITRF2000	ITRF2005	ITRF2008
YEARS:	1990	2020
0.0	90.0	-0.0	-0.0	6356752.31414	-0.0	-0.0	6356752.31414	0.00328	-0.00143	6356752.31461	-0.03142	-0.01088	6356752.29543	-0.00342	-0.01173	6356752.3139	-0.03812	-0.00318	6356752.33481	-0.00552	-0.00993	6356752.30424	-0.03422	-0.00438	6356752.3639	-0.00052	-0.00903	6356752.30297	-0.03822	-0.00348	6356752.36262
0.0	52.0	3934960.46672	0.0	5002803.34537	3934960.46672	0.0	5002803.34537	3934960.46915	-0.00242	5002803.34863	3934960.4601	-0.00907	5002803.33032	3934960.45663	-0.01005	5002803.34993	3934960.4464	-0.01014	5002803.37211	3934960.4561	-0.00825	5002803.33973	3934960.44243	-0.01134	5002803.40391	3934960.45741	-0.00735	5002803.33973	3934960.43473	-0.01044	5002803.4039
72.0	52.0	1215969.65641	3742369.79323	5002803.34537	1215969.65641	3742369.79323	5002803.34537	1215969.66109	3742369.79011	5002803.34764	1215969.63624	3742369.80491	5002803.33066	1215969.65005	3742369.77509	5002803.34893	1215969.63572	3742369.80324	5002803.37246	1215969.64844	3742369.77839	5002803.33873	1215969.63719	3742369.79455	5002803.40425	1215969.6523	3742369.77577	5002803.33873	1215969.63204	3742369.79194	5002803.40425
144.0	52.0	-3183449.88977	2312911.73069	5002803.34537	-3183449.88977	2312911.73069	5002803.34537	-3183449.88371	2312911.72948	5002803.34492	-3183449.93386	2312911.73588	5002803.31546	-3183449.88727	2312911.7136	5002803.34621	-3183449.92973	2312911.74656	5002803.35725	-3183449.89065	2312911.71632	5002803.33602	-3183449.91947	2312911.74074	5002803.38905	-3183449.88265	2312911.71505	5002803.33601	-3183449.92048	2312911.73946	5002803.38904
216.0	52.0	-3183449.88977	-2312911.73069	5002803.34537	-3183449.88977	-2312911.73069	5002803.34537	-3183449.88512	-2312911.73	5002803.34424	-3183449.93508	-2312911.75025	5002803.30571	-3183449.88554	-2312911.73904	5002803.34553	-3183449.94127	-2312911.73134	5002803.34751	-3183449.88891	-2312911.73817	5002803.33533	-3183449.931	-2312911.72791	5002803.3793	-3183449.88092	-2312911.73509	5002803.33533	-3183449.93201	-2312911.72484	5002803.3793
288.0	52.0	1215969.65641	-3742369.79323	5002803.34537	1215969.65641	-3742369.79323	5002803.34537	1215969.65882	-3742369.7933	5002803.34653	1215969.63426	-3742369.82161	5002803.3149	1215969.65287	-3742369.79723	5002803.34783	1215969.61705	-3742369.80996	5002803.35669	1215969.65125	-3742369.79693	5002803.33763	1215969.61852	-3742369.80367	5002803.38849	1215969.65511	-3742369.79251	5002803.33763	1215969.61337	-3742369.79926	5002803.38848
36.0	27.0	4600787.66632	3342667.9019	2878215.57649	4600787.66632	3342667.9019	2878215.57649	4600787.67071	3342667.89822	2878215.5815	4600787.67004	3342667.91502	2878215.55896	4600787.65493	3342667.8861	2878215.58594	4600787.6626	3342667.90651	2878215.60454	4600787.65467	3342667.88924	2878215.57489	4600787.6573	3342667.89863	2878215.64058	4600787.65534	3342667.887	2878215.57689	4600787.64898	3342667.89638	2878215.64257
108.0	27.0	-1757344.51351	5408550.27838	2878215.57649	-1757344.51351	5408550.27838	2878215.57649	-1757344.50589	5408550.27579	2878215.57818	-1757344.54327	5408550.30423	2878215.54569	-1757344.51366	5408550.25629	2878215.58262	-1757344.53478	5408550.30622	2878215.59126	-1757344.51647	5408550.26025	2878215.57157	-1757344.52736	5408550.29421	2878215.62731	-1757344.50981	5408550.25607	2878215.57357	-1757344.52971	5408550.29002	2878215.6293
180.0	27.0	-5686886.30561	-0.0	2878215.57649	-5686886.30561	-0.0	2878215.57649	-5686886.29802	0.00081	2878215.57514	-5686886.35782	-0.00205	2878215.5234	-5686886.29631	-0.01335	2878215.57958	-5686886.3544	0.01833	2878215.56898	-5686886.30068	-0.01155	2878215.56853	-5686886.33912	0.01713	2878215.60502	-5686886.29034	-0.01065	2878215.57053	-5686886.33778	0.01803	2878215.60701
252.0	27.0	-1757344.51351	-5408550.27838	2878215.57649	-1757344.51351	-5408550.27838	2878215.57649	-1757344.50917	-5408550.27655	2878215.57659	-1757344.54612	-5408550.31041	2878215.5229	-1757344.5096	-5408550.28004	2878215.58103	-1757344.56175	-5408550.28916	2878215.56848	-1757344.5124	-5408550.2804	2878215.56998	-1757344.55434	-5408550.27955	2878215.60452	-1757344.50575	-5408550.27442	2878215.57197	-1757344.55669	-5408550.27356	2878215.60651
324.0	27.0	4600787.66632	-3342667.9019	2878215.57649	4600787.66632	-3342667.9019	2878215.57649	4600787.66868	-3342667.90284	2878215.58051	4600787.66827	-3342667.92456	2878215.54488	4600787.65744	-3342667.90507	2878215.58496	4600787.64593	-3342667.92117	2878215.59045	4600787.65718	-3342667.90461	2878215.57391	4600787.64063	-3342667.91568	2878215.6265	4600787.65785	-3342667.90057	2878215.5759	4600787.6323	-3342667.91164	2878215.62849
0.0	10.0	6281872.82961	0.0	1100248.5477	6281872.82961	0.0	1100248.5477	6281872.83331	-0.00256	1100248.5539	6281872.84637	-0.00147	1100248.51827	6281872.81731	-0.00859	1100248.56097	6281872.82849	-0.00778	1100248.56701	6281872.81773	-0.00679	1100248.54921	6281872.81983	-0.00898	1100248.60661	6281872.81682	-0.00589	1100248.55288	6281872.80992	-0.00808	1100248.61028
72.0	10.0	1941205.46085	5974416.08913	1100248.5477	1941205.46085	5974416.08913	1100248.5477	1941205.46814	5974416.08545	1100248.55231	1941205.45597	5974416.12079	1100248.51882	1941205.45451	5974416.06763	1100248.55938	1941205.45913	5974416.11352	1100248.56756	1941205.45319	5974416.07182	1100248.54762	1941205.45915	5974416.10037	1100248.60716	1941205.45636	5974416.0671	1100248.55128	1941205.45333	5974416.09566	1100248.61083
144.0	10.0	-5082141.87565	3692392.20602	1100248.5477	-5082141.87565	3692392.20602	1100248.5477	-5082141.86618	3692392.2054	1100248.54797	-5082141.91872	3692392.22731	1100248.49455	-5082141.86787	3692392.18618	1100248.55504	-5082141.90814	3692392.23977	1100248.54329	-5082141.872	3692392.18946	1100248.54328	-5082141.89408	3692392.23119	1100248.58289	-5082141.86222	3692392.18689	1100248.54694	-5082141.8933	3692392.22862	1100248.58655
216.0	10.0	-5082141.87565	-3692392.20602	1100248.5477	-5082141.87565	-3692392.20602	1100248.5477	-5082141.86842	-3692392.20362	1100248.54688	-5082141.92067	-3692392.22424	1100248.47899	-5082141.86509	-3692392.2119	1100248.55395	-5082141.92656	-3692392.19864	1100248.52773	-5082141.86923	-3692392.21158	1100248.54219	-5082141.9125	-3692392.19245	1100248.56733	-5082141.85945	-3692392.20721	1100248.54586	-5082141.91172	-3692392.18808	1100248.571
288.0	10.0	1941205.46085	-5974416.08913	1100248.5477	1941205.46085	-5974416.08913	1100248.5477	1941205.46452	-5974416.08793	1100248.55055	1941205.45281	-5974416.12142	1100248.49365	1941205.459	-5974416.08807	1100248.55762	1941205.42933	-5974416.10742	1100248.5424	1941205.45768	-5974416.08866	1100248.54586	1941205.42935	-5974416.09667	1100248.58199	1941205.46085	-5974416.08215	1100248.54952	1941205.42353	-5974416.09015	1100248.58566
36.0	-10.0	5082141.87565	3692392.20602	-1100248.5477	5082141.87565	3692392.20602	-1100248.5477	5082141.88222	3692392.20264	-1100248.54074	5082141.89307	3692392.22926	-1100248.58445	5082141.86549	3692392.19032	-1100248.53041	5082141.88556	3692392.21906	-1100248.53179	5082141.86543	3692392.1936	-1100248.54305	5082141.8793	3692392.21047	-1100248.48779	5082141.86565	3692392.19103	-1100248.53732	5082141.87052	3692392.2079	-1100248.48206
108.0	-10.0	-1941205.46085	5974416.08913	-1100248.5477	-1941205.46085	5974416.08913	-1100248.5477	-1941205.45072	5974416.08695	-1100248.54441	-1941205.48041	5974416.12644	-1100248.59911	-1941205.4586	5974416.06649	-1100248.53408	-1941205.47033	5974416.12784	-1100248.54646	-1941205.46148	5974416.07068	-1100248.54672	-1941205.46255	5974416.11469	-1100248.50245	-1941205.45465	5974416.06597	-1100248.54098	-1941205.46473	5974416.10997	-1100248.49672
180.0	-10.0	-6281872.82961	-0.0	-1100248.5477	-6281872.82961	-0.0	-1100248.5477	-6281872.81951	0.00158	-1100248.54776	-6281872.87397	0.00649	-1100248.62373	-6281872.81691	-0.01299	-1100248.53743	-6281872.86949	0.0282	-1100248.57107	-6281872.82153	-0.01119	-1100248.55007	-6281872.85303	0.027	-1100248.52707	-6281872.81062	-0.01029	-1100248.54434	-6281872.85112	0.0279	-1100248.52134
252.0	-10.0	-1941205.46085	-5974416.08913	-1100248.5477	-1941205.46085	-5974416.08913	-1100248.5477	-1941205.45434	-5974416.08643	-1100248.54617	-1941205.48357	-5974416.11577	-1100248.62428	-1941205.45411	-5974416.08921	-1100248.53584	-1941205.50013	-5974416.0931	-1100248.57162	-1941205.45699	-5974416.0898	-1100248.54848	-1941205.49235	-5974416.08235	-1100248.52762	-1941205.45016	-5974416.08328	-1100248.54274	-1941205.49453	-5974416.07584	-1100248.52189
324.0	-10.0	5082141.87565	-3692392.20602	-1100248.5477	5082141.87565	-3692392.20602	-1100248.5477	5082141.87998	-3692392.20638	-1100248.54183	5082141.89112	-3692392.22229	-1100248.60001	5082141.86827	-3692392.20776	-1100248.5315	5082141.86714	-3692392.21935	-1100248.54735	5082141.8682	-3692392.20744	-1100248.54414	5082141.86088	-3692392.21317	-1100248.50335	5082141.86842	-3692392.20307	-1100248.5384	5082141.8521	-3692392.2088	-1100248.49761
0.0	-27.0	5686886.30561	0.0	-2878215.57649	5686886.30561	0.0	-2878215.57649	5686886.31182	-0.00179	-2878215.569	5686886.33022	0.00707	-2878215.62886	5686886.29671	-0.00823	-2878215.55604	5686886.3134	0.00209	-2878215.57304	5686886.29688	-0.00643	-2878215.56939	5686886.30592	0.00089	-2878215.52548	5686886.29654	-0.00553	-2878215.56199	5686886.29658	0.00179	-2878215.51807
72.0	-27.0	1757344.51351	5408550.27838	-2878215.57649	1757344.51351	5408550.27838	-2878215.57649	1757344.52297	5408550.27557	-2878215.57045	1757344.51852	5408550.31543	-2878215.62836	1757344.51	5408550.25846	-2878215.55749	1757344.52075	5408550.30958	-2878215.57254	1757344.5086	5408550.26242	-2878215.57084	1757344.52114	5408550.29757	-2878215.52498	1757344.51195	5408550.25824	-2878215.56343	1757344.51549	5408550.29338	-2878215.51757
144.0	-27.0	-4600787.66632	3342667.9019	-2878215.57649	-4600787.66632	3342667.9019	-2878215.57649	-4600787.65488	3342667.90186	-2878215.57437	-4600787.69587	3342667.92958	-2878215.65034	-4600787.65704	3342667.88349	-2878215.56142	-4600787.68693	3342667.94159	-2878215.59451	-4600787.66098	3342667.88663	-2878215.57477	-4600787.67383	3342667.9337	-2878215.54696	-4600787.65165	3342667.88439	-2878215.56736	-4600787.6735	3342667.93146	-2878215.53955
216.0	-27.0	-4600787.66632	-3342667.9019	-2878215.57649	-4600787.66632	-3342667.9019	-2878215.57649	-4600787.65691	-3342667.8992	-2878215.57536	-4600787.69764	-3342667.91	-2878215.66442	-4600787.65453	-3342667.90768	-2878215.5624	-4600787.7036	-3342667.88609	-2878215.6086	-4600787.65847	-3342667.90722	-2878215.57575	-4600787.6905	-3342667.88061	-2878215.56104	-4600787.64914	-3342667.90318	-2878215.56835	-4600787.69018	-3342667.87656	-2878215.55363
288.0	-27.0	1757344.51351	-5408550.27838	-2878215.57649	1757344.51351	-5408550.27838	-2878215.57649	1757344.51969	-5408550.27677	-2878215.57204	1757344.51567	-5408550.29921	-2878215.65115	1757344.51406	-5408550.27787	-2878215.55908	1757344.49378	-5408550.2858	-2878215.59532	1757344.51267	-5408550.27823	-2878215.57243	1757344.49416	-5408550.27619	-2878215.54777	1757344.51601	-5408550.27225	-2878215.56503	1757344.48851	-5408550.2702	-2878215.54036
36.0	-52.0	3183449.88977	2312911.73069	-5002803.34537	3183449.88977	2312911.73069	-5002803.34537	3183449.89892	2312911.72902	-5002803.3381	3183449.90748	2312911.75527	-5002803.41117	3183449.88594	2312911.71746	-5002803.32199	3183449.90027	2312911.75176	-5002803.35157	3183449.88511	2312911.72019	-5002803.33619	3183449.8978	2312911.74593	-5002803.29976	3183449.88712	2312911.71891	-5002803.32679	3183449.89081	2312911.74466	-5002803.29036
108.0	-52.0	-1215969.65641	3742369.79323	-5002803.34537	-1215969.65641	3742369.79323	-5002803.34537	-1215969.64502	3742369.79232	-5002803.34039	-1215969.66186	3742369.82663	-5002803.42036	-1215969.65247	3742369.77565	-5002803.32429	-1215969.65805	3742369.83038	-5002803.36075	-1215969.65505	3742369.77895	-5002803.33849	-1215969.65172	3742369.82169	-5002803.30895	-1215969.64891	3742369.77633	-5002803.32909	-1215969.65457	3742369.81908	-5002803.29954
180.0	-52.0	-3934960.46672	-0.0	-5002803.34537	-3934960.46672	-0.0	-5002803.34537	-3934960.45535	0.00144	-5002803.34249	-3934960.4877	0.01409	-5002803.43578	-3934960.45623	-0.01153	-5002803.32639	-3934960.4874	0.03056	-5002803.37617	-3934960.4599	-0.00973	-5002803.34059	-3934960.47563	0.02936	-5002803.32437	-3934960.45121	-0.00883	-5002803.33119	-3934960.47593	0.03026	-5002803.31496
